CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13075,130,1,919.61,2,1,3,213,At Risk
13077,1,4,666.25,4,3,3,433,Loyal
13078,3,26,8753.27,4,4,4,444,Champion
13079,4,5,220.10000000000002,4,4,1,441,Loyal
13080,179,1,58.08,1,1,1,111,Needs Attention
13081,12,10,23156.1,4,4,4,444,Champion
13082,126,9,1338.16,2,4,3,243,At Risk
13083,4,2,286.8,4,2,2,422,Potential Loyalist
13085,158,2,315.28000000000003,1,2,2,122,Lost
13089,4,86,45621.76,4,4,4,444,Champion
13090,9,13,5603.92,4,4,4,444,Champion
13091,28,1,313.18,3,1,2,312,Potential Loyalist
13092,71,5,473.83,2,4,2,242,At Risk
13093,276,8,4807.87,1,4,4,144,Lost
13094,206,2,106.2,1,2,1,121,Lost
13095,71,1,60.48,2,1,1,211,At Risk
13097,33,10,5384.0,3,4,4,344,Loyal
13098,1,28,15734.98,4,4,4,444,Champion
13101,234,1,75.45,1,1,1,111,Needs Attention
13102,1,24,5865.79,4,4,4,444,Champion
13103,40,1,243.94,3,1,1,311,Potential Loyalist
13104,3,4,570.48,4,3,3,433,Loyal
13106,133,1,76.5,2,1,1,211,At Risk
13107,44,4,1141.5,3,3,3,333,Loyal
13108,373,1,242.29999999999998,1,1,1,111,Needs Attention
13109,60,2,786.54,2,2,3,223,At Risk
13110,31,7,1352.77,3,4,4,344,Loyal
13113,1,24,7737.04,4,4,4,444,Champion
13115,12,4,2200.96,4,3,4,434,Loyal
13116,138,1,418.24,2,1,2,212,At Risk
13117,22,8,910.08,3,4,3,343,Loyal
13118,20,5,1172.81,3,4,3,343,Loyal
13120,239,1,30.599999999999998,1,1,1,111,Needs Attention
13121,269,1,283.73,1,1,2,112,Needs Attention
13122,240,1,884.95,1,1,3,113,Needs Attention
13124,90,3,3296.79,2,3,4,234,At Risk
13126,5,8,1933.0,4,4,4,444,Champion
13127,78,1,259.17,2,1,2,212,At Risk
13130,94,1,64.0,2,1,1,211,At Risk
13131,23,3,1073.3,3,3,3,333,Loyal
13132,262,1,77.3,1,1,1,111,Needs Attention
13133,274,2,109.8,1,2,1,121,Lost
13134,86,4,1730.08,2,3,4,234,At Risk
13136,56,5,2480.11,2,4,4,244,At Risk
13137,11,8,3589.37,4,4,4,444,Champion
13138,22,6,962.39,3,4,3,343,Loyal
13139,16,7,4578.2,4,4,4,444,Champion
13140,108,3,396.97,2,3,2,232,At Risk
13141,85,5,2297.43,2,4,4,244,At Risk
13142,19,1,245.77,3,1,1,311,Potential Loyalist
13144,333,1,47.2,1,1,1,111,Needs Attention
13145,40,3,297.6,3,3,2,332,Loyal
13146,26,1,228.91,3,1,1,311,Potential Loyalist
13147,43,2,237.60000000000002,3,2,1,321,Potential Loyalist
13148,29,11,3241.83,3,4,4,344,Loyal
13149,14,4,1465.76,4,3,4,434,Loyal
13151,296,1,981.97,1,1,3,113,Needs Attention
13153,6,1,314.62,4,1,2,412,Potential Loyalist
13155,33,4,929.11,3,3,3,333,Loyal
13157,49,4,1554.5,3,3,4,334,Loyal
13158,95,4,1201.06,2,3,3,233,At Risk
13159,9,4,1391.35,4,3,4,434,Loyal
13160,22,1,91.8,3,1,1,311,Potential Loyalist
13161,313,1,112.75,1,1,1,111,Needs Attention
13162,122,4,1471.75,2,3,4,234,At Risk
13165,46,2,595.0,3,2,3,323,Potential Loyalist
13166,283,1,417.2,1,1,2,112,Needs Attention
13167,19,4,616.19,3,3,3,333,Loyal
13168,36,4,1248.59,3,3,3,333,Loyal
13169,64,2,378.8,2,2,2,222,At Risk
13170,27,1,108.81,3,1,1,311,Potential Loyalist
13171,22,3,320.26,3,3,2,332,Loyal
13173,4,2,353.65,4,2,2,422,Potential Loyalist
13174,16,3,2450.83,4,3,4,434,Loyal
13176,46,1,378.03,3,1,2,312,Potential Loyalist
13177,65,1,282.45,2,1,2,212,At Risk
13178,26,11,5618.55,3,4,4,344,Loyal
13182,45,1,121.18,3,1,1,311,Potential Loyalist
13183,8,9,1339.62,4,4,3,443,Loyal
13184,15,10,1556.59,4,4,4,444,Champion
13185,268,1,71.4,1,1,1,111,Needs Attention
13186,40,3,1562.77,3,3,4,334,Loyal
13187,337,1,223.27,1,1,1,111,Needs Attention
13188,11,1,99.60000000000001,4,1,1,411,Potential Loyalist
13189,19,2,196.68,3,2,1,321,Potential Loyalist
13192,95,2,911.94,2,2,3,223,At Risk
13193,61,1,95.13,2,1,1,211,At Risk
13194,136,1,60.7,2,1,1,211,At Risk
13196,11,4,1723.93,4,3,4,434,Loyal
13198,10,6,3274.51,4,4,4,444,Champion
13199,4,28,5277.84,4,4,4,444,Champion
13200,19,4,744.37,3,3,3,333,Loyal
13203,10,4,829.51,4,3,3,433,Loyal
13207,15,2,250.26000000000002,4,2,2,422,Potential Loyalist
13208,59,5,1193.17,2,4,3,243,At Risk
13209,30,7,5279.58,3,4,4,344,Loyal
13210,94,1,293.0,2,1,2,212,At Risk
13211,10,3,687.42,4,3,3,433,Loyal
13212,20,3,686.83,3,3,3,333,Loyal
13213,57,5,1358.3600000000001,2,4,4,244,At Risk
13216,268,1,10.5,1,1,1,111,Needs Attention
13217,122,1,52.02,2,1,1,211,At Risk
13218,127,1,62.63999999999999,2,1,1,211,At Risk
13220,78,4,640.7900000000001,2,3,3,233,At Risk
13221,240,2,779.71,1,2,3,123,Lost
13223,200,1,62.4,1,1,1,111,Needs Attention
13224,60,2,1972.08,2,2,4,224,At Risk
13225,338,1,675.0,1,1,3,113,Needs Attention
13226,273,1,95.46000000000001,1,1,1,111,Needs Attention
13227,202,1,257.7,1,1,2,112,Needs Attention
13229,226,1,160.95,1,1,1,111,Needs Attention
13230,4,14,2410.92,4,4,4,444,Champion
13232,13,7,1176.76,4,4,3,443,Loyal
13233,74,2,541.64,2,2,2,222,At Risk
13235,212,1,997.1700000000001,1,1,3,113,Needs Attention
13236,25,2,656.73,3,2,3,323,Potential Loyalist
13238,23,3,533.48,3,3,2,332,Loyal
13239,262,1,292.12,1,1,2,112,Needs Attention
13240,96,4,635.95,2,3,3,233,At Risk
13242,112,3,270.40000000000003,2,3,2,232,At Risk
13243,203,1,531.9200000000001,1,1,2,112,Needs Attention
13244,93,1,121.74000000000001,2,1,1,211,At Risk
13245,51,1,279.75,3,1,2,312,Potential Loyalist
13246,18,6,959.08,4,4,3,443,Loyal
13247,18,4,474.72,4,3,2,432,Loyal
13248,125,2,434.21,2,2,2,222,At Risk
13249,93,1,115.23,2,1,1,211,At Risk
13253,157,2,462.08,1,2,2,122,Lost
13255,9,2,294.56,4,2,2,422,Potential Loyalist
13258,12,3,672.83,4,3,3,433,Loyal
13259,62,1,257.68,2,1,2,212,At Risk
13260,61,1,488.02,2,1,2,212,At Risk
13261,269,2,874.5,1,2,3,123,Lost
13262,263,1,200.29,1,1,1,111,Needs Attention
13263,1,34,7049.77,4,4,4,444,Champion
13265,53,5,1477.31,2,4,4,244,At Risk
13266,11,12,2491.6,4,4,4,444,Champion
13267,3,19,4317.49,4,4,4,444,Champion
13268,18,10,2902.97,4,4,4,444,Champion
13269,1,15,4786.0,4,4,4,444,Champion
13271,37,1,211.49,3,1,1,311,Potential Loyalist
13272,31,2,225.56,3,2,1,321,Potential Loyalist
13273,113,1,138.98,2,1,1,211,At Risk
13276,64,2,578.1800000000001,2,2,3,223,At Risk
13277,16,4,258.4,4,3,2,432,Loyal
13278,41,1,459.86,3,1,2,312,Potential Loyalist
13279,78,1,137.75,2,1,1,211,At Risk
13280,122,3,798.46,2,3,3,233,At Risk
13282,18,3,1012.5400000000001,4,3,3,433,Loyal
13283,60,2,93.66,2,2,1,221,At Risk
13284,331,1,175.69,1,1,1,111,Needs Attention
13285,23,4,2645.52,3,3,4,334,Loyal
13291,156,1,348.36,1,1,2,112,Needs Attention
13292,39,2,485.2,3,2,2,322,Potential Loyalist
13294,190,2,873.74,1,2,3,123,Lost
13295,360,1,201.20000000000002,1,1,1,111,Needs Attention
13296,137,1,87.4,2,1,1,211,At Risk
13297,8,4,1760.09,4,3,4,434,Loyal
13298,1,1,90.0,4,1,1,411,Potential Loyalist
13299,268,1,142.5,1,1,1,111,Needs Attention
13300,169,1,371.89,1,1,2,112,Needs Attention
13301,104,4,600.19,2,3,3,233,At Risk
13304,351,1,271.55,1,1,2,112,Needs Attention
13305,4,10,1541.86,4,4,4,444,Champion
13307,120,1,15.0,2,1,1,211,At Risk
13308,23,3,1325.03,3,3,3,333,Loyal
13309,7,5,1456.79,4,4,4,444,Champion
13310,28,3,1119.28,3,3,3,333,Loyal
13311,4,2,496.62,4,2,2,422,Potential Loyalist
13313,22,5,1555.32,3,4,4,344,Loyal
13314,2,3,750.44,4,3,3,433,Loyal
13316,37,4,1536.37,3,3,4,334,Loyal
13317,66,6,2111.18,2,4,4,244,At Risk
13318,1,3,554.84,4,3,2,432,Loyal
13319,5,26,9859.87,4,4,4,444,Champion
13320,78,4,1532.2,2,3,4,234,At Risk
13321,86,1,259.04,2,1,2,212,At Risk
13322,17,1,199.48000000000002,4,1,1,411,Potential Loyalist
13323,3,5,583.85,4,4,3,443,Loyal
13324,36,9,2812.6499999999996,3,4,4,344,Loyal
13325,82,1,675.3,2,1,3,213,At Risk
13327,39,8,3602.27,3,4,4,344,Loyal
13328,316,1,235.68,1,1,1,111,Needs Attention
13329,32,2,621.7199999999999,3,2,3,323,Potential Loyalist
13330,93,3,1113.33,2,3,3,233,At Risk
13332,14,1,338.4,4,1,2,412,Potential Loyalist
13334,82,3,3502.32,2,3,4,234,At Risk
13336,77,1,768.7,2,1,3,213,At Risk
13338,158,1,316.47,1,1,2,112,Needs Attention
13339,201,1,773.02,1,1,3,113,Needs Attention
13340,45,7,5867.900000000001,3,4,4,344,Loyal
13341,261,1,758.9,1,1,3,113,Needs Attention
13343,178,1,290.93,1,1,2,112,Needs Attention
13344,68,3,1908.19,2,3,4,234,At Risk
13345,288,1,339.5,1,1,2,112,Needs Attention
13347,70,1,291.36,2,1,2,212,At Risk
13348,64,1,233.76,2,1,1,211,At Risk
13349,11,1,197.32,4,1,1,411,Potential Loyalist
13350,16,2,766.17,4,2,3,423,Potential Loyalist
13351,66,1,323.94,2,1,2,212,At Risk
13352,60,1,347.97999999999996,2,1,2,212,At Risk
13354,71,1,743.53,2,1,3,213,At Risk
13355,122,1,633.9,2,1,3,213,At Risk
13356,80,1,649.09,2,1,3,213,At Risk
13357,257,1,539.9,1,1,2,112,Needs Attention
13358,269,1,370.31,1,1,2,112,Needs Attention
13359,64,1,389.56,2,1,2,212,At Risk
13362,9,4,2999.44,4,3,4,434,Loyal
13363,18,2,873.78,4,2,3,423,Potential Loyalist
13364,71,1,134.95999999999998,2,1,1,211,At Risk
13365,34,2,2005.07,3,2,4,324,Potential Loyalist
13368,257,2,525.58,1,2,2,122,Lost
13369,366,1,258.28000000000003,1,1,2,112,Needs Attention
13370,372,1,715.45,1,1,3,113,Needs Attention
13372,90,1,315.89,2,1,2,212,At Risk
13373,61,3,3185.9700000000003,2,3,4,234,At Risk
13375,89,1,709.18,2,1,3,213,At Risk
13376,99,3,844.26,2,3,3,233,At Risk
13379,26,3,572.56,3,3,3,333,Loyal
13381,32,6,3566.35,3,4,4,344,Loyal
13382,281,1,222.99,1,1,1,111,Needs Attention
13384,31,7,3403.8,3,4,4,344,Loyal
13385,330,1,454.77,1,1,2,112,Needs Attention
13388,131,2,603.25,2,2,3,223,At Risk
13389,11,3,757.46,4,3,3,433,Loyal
13390,75,1,424.08,2,1,2,212,At Risk
13394,2,8,2475.86,4,4,4,444,Champion
13395,185,1,267.18,1,1,2,112,Needs Attention
13396,29,2,1244.67,3,2,3,323,Potential Loyalist
13397,73,5,1203.81,2,4,3,243,At Risk
13398,192,1,443.42,1,1,2,112,Needs Attention
13402,127,2,621.23,2,2,3,223,At Risk
13403,18,1,75.0,4,1,1,411,Potential Loyalist
13404,1,2,252.49,4,2,2,422,Potential Loyalist
13405,204,2,506.45,1,2,2,122,Lost
13408,2,59,16127.880000000001,4,4,4,444,Champion
13410,24,5,1003.06,3,4,3,343,Loyal
13411,107,1,213.55,2,1,1,211,At Risk
13414,134,2,568.5,2,2,3,223,At Risk
13416,44,2,712.5,3,2,3,323,Potential Loyalist
13417,5,2,485.68,4,2,2,422,Potential Loyalist
13418,12,18,5253.58,4,4,4,444,Champion
13419,64,1,221.06,2,1,1,211,At Risk
13420,150,2,121.6,1,2,1,121,Lost
13421,40,2,1638.14,3,2,4,324,Potential Loyalist
13422,64,1,2440.6,2,1,4,214,At Risk
13425,108,3,1350.79,2,3,4,234,At Risk
13426,1,10,3410.7200000000003,4,4,4,444,Champion
13427,19,3,503.4,3,3,2,332,Loyal
13428,10,1,201.78,4,1,1,411,Potential Loyalist
13429,11,4,858.45,4,3,3,433,Loyal
13430,19,2,604.93,3,2,3,323,Potential Loyalist
13431,67,2,927.4,2,2,3,223,At Risk
13434,74,2,179.04000000000002,2,2,1,221,At Risk
13435,5,7,2747.41,4,4,4,444,Champion
13436,2,1,130.54,4,1,1,411,Potential Loyalist
13437,14,7,3054.31,4,4,4,444,Champion
13439,255,1,283.71,1,1,2,112,Needs Attention
13441,92,1,195.36,2,1,1,211,At Risk
13447,23,3,1112.49,3,3,3,333,Loyal
13448,17,6,3392.4,4,4,4,444,Champion
13449,24,1,291.88,3,1,2,312,Potential Loyalist
13450,27,6,1317.48,3,4,3,343,Loyal
13451,26,5,2898.2599999999998,3,4,4,344,Loyal
13453,166,2,356.97999999999996,1,2,2,122,Lost
13455,25,2,867.09,3,2,3,323,Potential Loyalist
13456,18,5,1231.1200000000001,4,4,3,443,Loyal
13458,7,14,8899.45,4,4,4,444,Champion
13460,29,2,183.44,3,2,1,321,Potential Loyalist
13461,39,3,704.2,3,3,3,333,Loyal
13462,253,1,151.5,1,1,1,111,Needs Attention
13464,58,1,657.73,2,1,3,213,At Risk
13466,184,1,247.48000000000002,1,1,1,111,Needs Attention
13467,11,2,1044.21,4,2,3,423,Potential Loyalist
13468,2,37,5276.76,4,4,4,444,Champion
13470,99,2,165.0,2,2,1,221,At Risk
13471,1,4,2423.9900000000002,4,3,4,434,Loyal
13473,61,2,382.65999999999997,2,2,2,222,At Risk
13474,236,1,214.09,1,1,1,111,Needs Attention
13475,191,4,1315.56,1,3,3,133,Lost
13476,179,2,892.47,1,2,3,123,Lost
13477,38,6,1311.99,3,4,3,343,Loyal
13479,201,2,300.95,1,2,2,122,Lost
13481,46,5,1763.76,3,4,4,344,Loyal
13482,232,1,184.64,1,1,1,111,Needs Attention
13483,66,1,140.34,2,1,1,211,At Risk
13484,241,1,313.8,1,1,2,112,Needs Attention
13485,233,1,454.24,1,1,2,112,Needs Attention
13486,78,3,1109.66,2,3,3,233,At Risk
13487,58,3,575.4,2,3,3,233,At Risk
13488,17,13,8046.16,4,4,4,444,Champion
13489,105,3,175.44,2,3,1,231,At Risk
13491,52,10,1163.2,2,4,3,243,At Risk
13492,136,3,1269.84,2,3,3,233,At Risk
13493,287,1,14.850000000000001,1,1,1,111,Needs Attention
13494,312,1,296.1,1,1,2,112,Needs Attention
13495,8,5,2044.8700000000001,4,4,4,444,Champion
13496,11,2,589.58,4,2,3,423,Potential Loyalist
13497,283,2,348.05,1,2,2,122,Lost
13499,18,5,851.4300000000001,4,4,3,443,Loyal
13500,23,3,1090.1,3,3,3,333,Loyal
13501,288,1,1340.32,1,1,3,113,Needs Attention
13502,17,3,292.0,4,3,2,432,Loyal
13503,71,1,192.95,2,1,1,211,At Risk
13504,64,1,270.43,2,1,2,212,At Risk
13505,73,4,3360.58,2,3,4,234,At Risk
13506,316,2,444.6,1,2,2,122,Lost
13507,3,4,2292.55,4,3,4,434,Loyal
13508,244,1,98.22,1,1,1,111,Needs Attention
13509,9,5,783.64,4,4,3,443,Loyal
13510,1,4,1660.42,4,3,4,434,Loyal
13512,261,1,238.46,1,1,1,111,Needs Attention
13513,127,1,132.6,2,1,1,211,At Risk
13514,74,1,152.20000000000002,2,1,1,211,At Risk
13515,73,4,865.62,2,3,3,233,At Risk
13516,73,2,607.91,2,2,3,223,At Risk
13517,60,3,2052.73,2,3,4,234,At Risk
13518,86,1,589.34,2,1,3,213,At Risk
13519,78,1,98.85000000000001,2,1,1,211,At Risk
13520,59,6,2199.55,2,4,4,244,At Risk
13521,1,3,1027.82,4,3,3,433,Loyal
13522,30,1,125.80000000000001,3,1,1,311,Potential Loyalist
13523,33,5,2991.5,3,4,4,344,Loyal
13524,41,5,609.38,3,4,3,343,Loyal
13525,15,1,90.0,4,1,1,411,Potential Loyalist
13527,34,7,2151.27,3,4,4,344,Loyal
13529,79,2,206.06,2,2,1,221,At Risk
13531,205,2,458.3,1,2,2,122,Lost
13532,34,1,210.31,3,1,1,311,Potential Loyalist
13533,183,3,269.09,1,3,2,132,Lost
13534,2,25,5870.08,4,4,4,444,Champion
13536,1,7,2722.8,4,4,4,444,Champion
13538,43,7,1280.85,3,4,3,343,Loyal
13539,86,3,559.62,2,3,3,233,At Risk
13544,40,2,263.31,3,2,2,322,Potential Loyalist
13546,12,3,557.34,4,3,2,432,Loyal
13548,96,2,599.28,2,2,3,223,At Risk
13549,26,7,854.45,3,4,3,343,Loyal
13551,319,1,53.550000000000004,1,1,1,111,Needs Attention
13552,66,12,3161.05,2,4,4,244,At Risk
13555,74,4,3328.0,2,3,4,234,At Risk
13557,28,2,524.06,3,2,2,322,Potential Loyalist
13558,6,4,569.02,4,3,3,433,Loyal
13560,7,1,171.42000000000002,4,1,1,411,Potential Loyalist
13561,216,1,129.10999999999999,1,1,1,111,Needs Attention
13562,82,3,1780.6100000000001,2,3,4,234,At Risk
13563,84,2,484.88,2,2,2,222,At Risk
13564,354,2,1046.1100000000001,1,2,3,123,Lost
13565,19,2,240.22,3,2,1,321,Potential Loyalist
13566,41,2,856.84,3,2,3,323,Potential Loyalist
13568,173,1,187.05,1,1,1,111,Needs Attention
13569,17,2,307.42,4,2,2,422,Potential Loyalist
13570,243,1,239.49,1,1,1,111,Needs Attention
13571,13,12,2041.74,4,4,4,444,Champion
13572,206,1,963.83,1,1,3,113,Needs Attention
13573,50,2,242.21,3,2,1,321,Potential Loyalist
13575,23,5,732.0699999999999,3,4,3,343,Loyal
13576,10,17,1986.26,4,4,4,444,Champion
13577,25,4,1675.1000000000001,3,3,4,334,Loyal
13579,15,2,426.24,4,2,2,422,Potential Loyalist
13581,309,1,118.0,1,1,1,111,Needs Attention
13583,156,1,710.95,1,1,3,113,Needs Attention
13584,307,1,142.4,1,1,1,111,Needs Attention
13587,64,1,234.0,2,1,1,211,At Risk
13588,16,9,2417.21,4,4,4,444,Champion
13589,15,2,275.95,4,2,2,422,Potential Loyalist
13590,11,6,1584.9,4,4,4,444,Champion
13591,65,3,1002.38,2,3,3,233,At Risk
13592,36,4,203.31,3,3,1,331,Loyal
13593,108,5,1986.38,2,4,4,244,At Risk
13594,53,1,396.97,2,1,2,212,At Risk
13596,6,2,638.61,4,2,3,423,Potential Loyalist
13598,47,1,121.79,3,1,1,311,Potential Loyalist
13599,1,21,4486.92,4,4,4,444,Champion
13600,312,1,122.17,1,1,1,111,Needs Attention
13601,45,2,693.32,3,2,3,323,Potential Loyalist
13602,65,1,398.65000000000003,2,1,2,212,At Risk
13603,26,1,164.34,3,1,1,311,Potential Loyalist
13606,29,3,235.13,3,3,1,331,Loyal
13607,40,1,637.76,3,1,3,313,Potential Loyalist
13610,12,7,1057.38,4,4,3,443,Loyal
13611,89,3,1072.8,2,3,3,233,At Risk
13614,24,4,1306.31,3,3,3,333,Loyal
13615,319,1,417.69,1,1,2,112,Needs Attention
13617,40,3,512.71,3,3,2,332,Loyal
13618,174,1,168.22,1,1,1,111,Needs Attention
13621,117,1,209.85,2,1,1,211,At Risk
13623,31,5,700.04,3,4,3,343,Loyal
13626,253,1,257.23,1,1,2,112,Needs Attention
13627,59,5,1324.17,2,4,3,243,At Risk
13629,143,1,310.86,2,1,2,212,At Risk
13630,5,7,1046.94,4,4,3,443,Loyal
13631,100,7,742.5,2,4,3,243,At Risk
13632,25,5,2045.7,3,4,4,344,Loyal
13634,33,5,1445.3600000000001,3,4,4,344,Loyal
13635,68,1,1047.13,2,1,3,213,At Risk
13636,37,5,843.22,3,4,3,343,Loyal
13637,52,3,777.55,2,3,3,233,At Risk
13638,16,1,97.14,4,1,1,411,Potential Loyalist
13639,74,1,676.22,2,1,3,213,At Risk
13642,216,1,279.38,1,1,2,112,Needs Attention
13643,31,3,519.44,3,3,2,332,Loyal
13644,16,4,2110.35,4,3,4,434,Loyal
13645,120,1,162.1,2,1,1,211,At Risk
13647,10,4,1357.52,4,3,4,434,Loyal
13649,257,2,333.85,1,2,2,122,Lost
13650,17,6,1722.59,4,4,4,444,Champion
13651,40,1,79.2,3,1,1,311,Potential Loyalist
13652,46,3,1067.24,3,3,3,333,Loyal
13654,43,6,2409.45,3,4,4,344,Loyal
13655,114,2,914.25,2,2,3,223,At Risk
13656,165,2,360.93,1,2,2,122,Lost
13657,11,2,327.3,4,2,2,422,Potential Loyalist
13658,10,5,2095.95,4,4,4,444,Champion
13659,206,2,1432.1,1,2,4,124,Lost
13662,86,3,787.96,2,3,3,233,At Risk
13663,179,1,189.47,1,1,1,111,Needs Attention
13666,60,3,84.65,2,3,1,231,At Risk
13667,149,1,299.05,1,1,2,112,Needs Attention
13668,3,21,4751.75,4,4,4,444,Champion
13669,51,2,160.2,3,2,1,321,Potential Loyalist
13670,75,1,349.7,2,1,2,212,At Risk
13672,301,2,186.39000000000001,1,2,1,121,Lost
13673,19,2,357.49,3,2,2,322,Potential Loyalist
13675,151,2,486.82000000000005,1,2,2,122,Lost
13678,152,1,107.48,1,1,1,111,Needs Attention
13680,1,4,2582.74,4,3,4,434,Loyal
13681,18,4,827.83,4,3,3,433,Loyal
13682,187,1,34.0,1,1,1,111,Needs Attention
13684,286,1,65.13,1,1,1,111,Needs Attention
13685,3,4,20.92,4,3,1,431,Loyal
13686,183,1,72.0,1,1,1,111,Needs Attention
13689,63,1,15.0,2,1,1,211,At Risk
13690,59,1,97.5,2,1,1,211,At Risk
13692,25,2,1287.5900000000001,3,2,3,323,Potential Loyalist
13694,4,30,7810.66,4,4,4,444,Champion
13695,31,13,1837.89,3,4,4,344,Loyal
13697,39,1,151.29999999999998,3,1,1,311,Potential Loyalist
13699,155,1,308.58000000000004,1,1,2,112,Needs Attention
13700,26,10,1964.67,3,4,4,344,Loyal
13703,318,1,99.5,1,1,1,111,Needs Attention
13704,5,9,2213.68,4,4,4,444,Champion
13705,8,3,546.86,4,3,2,432,Loyal
13706,303,1,290.89,1,1,2,112,Needs Attention
13707,267,2,640.11,1,2,3,123,Lost
13708,271,1,269.41,1,1,2,112,Needs Attention
13709,4,13,5516.9,4,4,4,444,Champion
13710,32,1,161.76,3,1,1,311,Potential Loyalist
13711,219,2,252.06,1,2,2,122,Lost
13712,247,1,88.2,1,1,1,111,Needs Attention
13715,281,5,1077.39,1,4,3,143,Lost
13716,269,1,138.28,1,1,1,111,Needs Attention
13717,32,6,1150.04,3,4,3,343,Loyal
13718,246,2,258.3,1,2,2,122,Lost
13719,15,5,943.41,4,4,3,443,Loyal
13720,117,4,705.7,2,3,3,233,At Risk
13721,36,1,524.14,3,1,2,312,Potential Loyalist
13722,132,3,2276.6800000000003,2,3,4,234,At Risk
13723,217,1,199.85000000000002,1,1,1,111,Needs Attention
13725,50,8,1542.1200000000001,3,4,4,344,Loyal
13726,39,2,478.61999999999995,3,2,2,322,Potential Loyalist
13727,29,2,333.48,3,2,2,322,Potential Loyalist
13728,37,6,965.14,3,4,3,343,Loyal
13730,136,2,714.35,2,2,3,223,At Risk
13731,219,2,552.99,1,2,2,122,Lost
13732,28,1,491.86,3,1,2,312,Potential Loyalist
13735,25,4,2475.44,3,3,4,334,Loyal
13736,5,2,634.3,4,2,3,423,Potential Loyalist
13737,200,1,301.34999999999997,1,1,2,112,Needs Attention
13739,18,1,216.9,4,1,1,411,Potential Loyalist
13740,241,1,294.59000000000003,1,1,2,112,Needs Attention
13741,72,3,592.9300000000001,2,3,3,233,At Risk
13742,17,12,2749.8,4,4,4,444,Champion
13743,3,7,875.4,4,4,3,443,Loyal
13744,95,2,975.76,2,2,3,223,At Risk
13745,162,1,300.04,1,1,2,112,Needs Attention
13747,374,1,79.6,1,1,1,111,Needs Attention
13748,96,4,650.6,2,3,3,233,At Risk
13750,54,3,387.98,2,3,2,232,At Risk
13751,288,1,131.25,1,1,1,111,Needs Attention
13752,124,6,903.08,2,4,3,243,At Risk
13753,288,1,741.26,1,1,3,113,Needs Attention
13754,152,2,256.2,1,2,2,122,Lost
13755,4,9,1946.3500000000001,4,4,4,444,Champion
13756,2,13,3472.44,4,4,4,444,Champion
13758,12,7,2631.49,4,4,4,444,Champion
13759,33,2,475.99,3,2,2,322,Potential Loyalist
13760,54,2,286.79,2,2,2,222,At Risk
13761,50,2,1070.65,3,2,3,323,Potential Loyalist
13762,219,1,133.2,1,1,1,111,Needs Attention
13763,63,1,432.40000000000003,2,1,2,212,At Risk
13764,71,3,1490.92,2,3,4,234,At Risk
13767,2,37,10034.66,4,4,4,444,Champion
13769,2,10,2234.87,4,4,4,444,Champion
13771,64,4,2465.2200000000003,2,3,4,234,At Risk
13772,34,3,1105.68,3,3,3,333,Loyal
13774,82,1,330.05,2,1,2,212,At Risk
13777,1,23,4753.0,4,4,4,444,Champion
13778,103,1,178.7,2,1,1,211,At Risk
13780,7,2,257.26,4,2,2,422,Potential Loyalist
13781,251,1,102.34,1,1,1,111,Needs Attention
13782,13,6,881.41,4,4,3,443,Loyal
13784,10,7,1023.7800000000001,4,4,3,443,Loyal
13786,367,1,230.39999999999998,1,1,1,111,Needs Attention
13787,76,2,257.3,2,2,2,222,At Risk
13790,4,1,292.64,4,1,2,412,Potential Loyalist
13792,66,2,183.05,2,2,1,221,At Risk
13798,1,35,4912.389999999999,4,4,4,444,Champion
13799,117,2,688.86,2,2,3,223,At Risk
13800,310,1,526.42,1,1,2,112,Needs Attention
13801,67,1,309.85,2,1,2,212,At Risk
13802,139,3,1791.42,2,3,4,234,At Risk
13803,255,1,277.07,1,1,2,112,Needs Attention
13804,31,7,2464.93,3,4,4,344,Loyal
13806,64,1,218.13000000000002,2,1,1,211,At Risk
13807,367,1,112.6,1,1,1,111,Needs Attention
13808,6,5,1562.26,4,4,4,444,Champion
13809,305,1,104.05,1,1,1,111,Needs Attention
13810,29,2,725.8100000000001,3,2,3,323,Potential Loyalist
13811,184,2,519.75,1,2,2,122,Lost
13812,42,3,485.0,3,3,2,332,Loyal
13813,40,4,1168.8600000000001,3,3,3,333,Loyal
13814,92,2,1391.02,2,2,4,224,At Risk
13815,22,4,3345.96,3,3,4,334,Loyal
13816,24,2,459.72,3,2,2,322,Potential Loyalist
13817,29,2,328.98,3,2,2,322,Potential Loyalist
13819,302,3,799.75,1,3,3,133,Lost
13821,145,2,347.39,1,2,2,122,Lost
13822,6,2,474.7,4,2,2,422,Potential Loyalist
13823,19,2,957.66,3,2,3,323,Potential Loyalist
13824,33,5,1350.56,3,4,4,344,Loyal
13826,176,1,164.0,1,1,1,111,Needs Attention
13827,58,3,346.0,2,3,2,232,At Risk
13828,22,1,168.45,3,1,1,311,Potential Loyalist
13831,16,6,1279.28,4,4,3,443,Loyal
13832,19,1,52.199999999999996,3,1,1,311,Potential Loyalist
13833,159,1,358.35,1,1,2,112,Needs Attention
13835,25,4,817.62,3,3,3,333,Loyal
13837,212,2,266.59000000000003,1,2,2,122,Lost
13838,6,4,636.82,4,3,3,433,Loyal
13842,59,9,2978.09,2,4,4,244,At Risk
13844,11,1,361.62,4,1,2,412,Potential Loyalist
